Region,Distrito,Municipio,Codigo,Escuela,Categoria,Graduados,Cohorte,Tasa
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,MASCULINO,64,81,79.01%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,TODOS,78,99,78.78%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,IMPEDIDOS,4,4,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,BAJO NIVEL DE POBREZA,44,58,75.86%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,3,66.66%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,PUERTORRIQUEÑOS,75,96,78.12%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,BLANCOS NO HISPANOS,1,1,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,FEMENINO,35,45,77.77%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,MASCULINO,43,54,79.62%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,TODOS,165,235,70.21%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,IMPEDIDOS,24,36,66.66%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,BAJO NIVEL DE POBREZA,113,162,69.75%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,2,50%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,PUERTORRIQUEÑOS,164,229,71.61%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,HISPANOS NO PUERTORRIQUEÑOS,1,6,16.66%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,FEMENINO,75,115,65.21%
HUMACAO,CANÓVANAS,RÍO GRANDE,33233,PEDRO FALÚ ORELLANO,MASCULINO,90,120,75%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,TODOS,162,250,64.8%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,IMPEDIDOS,16,30,53.33%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,BAJO NIVEL DE POBREZA,111,179,62.01%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,PUERTORRIQUEÑOS,157,239,65.69%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,HISPANOS NO PUERTORRIQUEÑOS,5,11,45.45%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,FEMENINO,92,128,71.87%
HUMACAO,CANÓVANAS,CANÓVANAS,33340,LUIS HERNAIZ VERONNE,MASCULINO,70,122,57.37%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,TODOS,83,116,71.55%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,IMPEDIDOS,6,10,60%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,BAJO NIVEL DE POBREZA,64,95,67.36%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,PUERTORRIQUEÑOS,82,115,71.3%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,FEMENINO,44,59,74.57%
HUMACAO,CANÓVANAS,RÍO GRANDE,34256,SUPERIOR CASIANO CEPEDA,MASCULINO,39,57,68.42%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,TODOS,36,53,67.92%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,IMPEDIDOS,4,8,50%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,BAJO NIVEL DE POBREZA,28,43,65.11%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,PUERTORRIQUEÑOS,36,52,69.23%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,OTRO ORIGEN ÉTNICO,0,1,0%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,FEMENINO,18,26,69.23%
HUMACAO,YABUCOA,YABUCOA,34264,LUIS MUÑOZ MARÍN,MASCULINO,18,27,66.66%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,TODOS,88,151,58.27%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,IMPEDIDOS,17,36,47.22%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,BAJO NIVEL DE POBREZA,69,117,58.97%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,PUERTORRIQUEÑOS,87,150,58%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,FEMENINO,52,83,62.65%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,MASCULINO,36,68,52.94%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,TODOS,204,252,80.95%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,IMPEDIDOS,27,34,79.41%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,BAJO NIVEL DE POBREZA,117,151,77.48%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,PUERTORRIQUEÑOS,204,252,80.95%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,FEMENINO,117,141,82.97%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSÉ COLLAZO COLÓN,MASCULINO,87,111,78.37%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,TODOS,205,271,75.64%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,IMPEDIDOS,19,31,61.29%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,BAJO NIVEL DE POBREZA,113,159,71.06%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,PUERTORRIQUEÑOS,205,271,75.64%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,FEMENINO,116,150,77.33%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,MASCULINO,89,121,73.55%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,TODOS,68,100,68%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,IMPEDIDOS,10,14,71.42%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,BAJO NIVEL DE POBREZA,44,61,72.13%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,PUERTORRIQUEÑOS,67,97,69.07%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,BLANCOS NO HISPANOS,0,1,0%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,FEMENINO,32,43,74.41%
HUMACAO,CANÓVANAS,CANÓVANAS,34926,EDUARDO GARCÍA CARRILLO,MASCULINO,36,57,63.15%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,TODOS,43,54,79.62%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,IMPEDIDOS,6,11,54.54%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,BAJO NIVEL DE POBREZA,31,42,73.8%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,PUERTORRIQUEÑOS,43,54,79.62%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,FEMENINO,23,27,85.18%
HUMACAO,CANÓVANAS,CANÓVANAS,35048,GEORGINA BAQUERO,MASCULINO,20,27,74.07%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,TODOS,191,242,78.92%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,IMPEDIDOS,35,45,77.77%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,BAJO NIVEL DE POBREZA,123,165,74.54%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,PUERTORRIQUEÑOS,189,240,78.75%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,FEMENINO,105,125,84%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,MASCULINO,86,117,73.5%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,TODOS,181,230,78.69%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,IMPEDIDOS,18,25,72%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,BAJO NIVEL DE POBREZA,105,137,76.64%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,PUERTORRIQUEÑOS,180,229,78.6%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,FEMENINO,87,113,76.99%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCÍA,MASCULINO,94,117,80.34%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,TODOS,205,254,80.7%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,IMPEDIDOS,16,20,80%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,BAJO NIVEL DE POBREZA,127,164,77.43%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,PUERTORRIQUEÑOS,204,248,82.25%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,HISPANOS NO PUERTORRIQUEÑOS,1,4,25%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,OTRO ORIGEN ÉTNICO,0,2,0%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,FEMENINO,126,159,79.24%
HUMACAO,CANÓVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SÁNCHEZ,MASCULINO,79,95,83.15%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,TODOS,200,256,78.12%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,IMPEDIDOS,20,29,68.96%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,BAJO NIVEL DE POBREZA,139,183,75.95%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,PUERTORRIQUEÑOS,192,247,77.73%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,HISPANOS NO PUERTORRIQUEÑOS,8,9,88.88%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,FEMENINO,98,123,79.67%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,MASCULINO,102,133,76.69%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,TODOS,140,200,70%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,IMPEDIDOS,7,15,46.66%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,BAJO NIVEL DE POBREZA,86,133,64.66%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,4,4,100%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,PUERTORRIQUEÑOS,139,199,69.84%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,FEMENINO,73,98,74.48%
HUMACAO,YABUCOA,YABUCOA,35782,RAMÓN QUINONES MEDINA,MASCULINO,67,102,65.68%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,TODOS,182,221,82.35%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,IMPEDIDOS,23,28,82.14%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,BAJO NIVEL DE POBREZA,119,145,82.06%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,PUERTORRIQUEÑOS,182,221,82.35%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,FEMENINO,110,126,87.3%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRÓN FLORES,MASCULINO,72,95,75.78%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,TODOS,115,175,65.71%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,IMPEDIDOS,18,27,66.66%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,BAJO NIVEL DE POBREZA,80,128,62.5%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,PUERTORRIQUEÑOS,107,165,64.84%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,HISPANOS NO PUERTORRIQUEÑOS,8,10,80%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,FEMENINO,58,84,69.04%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSÉ MAUNEZ,MASCULINO,57,91,62.63%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),TODOS,63,69,91.3%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),IMPEDIDOS,2,2,100%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),BAJO NIVEL DE POBREZA,16,17,94.11%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),PUERTORRIQUEÑOS,60,66,90.9%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,3,3,100%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),FEMENINO,42,47,89.36%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),MASCULINO,21,22,95.45%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,TODOS,173,231,74.89%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,IMPEDIDOS,13,25,52%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,BAJO NIVEL DE POBREZA,100,144,69.44%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,PUERTORRIQUEÑOS,171,229,74.67%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,FEMENINO,104,133,78.19%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRÍGUEZ,MASCULINO,69,98,70.4%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,TODOS,131,153,85.62%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,IMPEDIDOS,8,13,61.53%
PONCE,PONCE,PONCE III,52688,DR. PILA,PUERTORRIQUEÑOS,117,253,46.24%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,BAJO NIVEL DE POBREZA,94,112,83.92%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,PUERTORRIQUEÑOS,130,152,85.52%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,FEMENINO,72,81,88.88%
HUMACAO,CANÓVANAS,LOÍZA,36335,NUEVA SUPERIOR LOÍZA,MASCULINO,59,72,81.94%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,TODOS,10,12,83.33%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,IMPEDIDOS,1,2,50%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,BAJO NIVEL DE POBREZA,2,2,100%
